AntennaLarge,1000000,883678,10000,441839
AntiGravityPulsor,1000000,557412,10000,278706
AtmosphericEngineLargeFreight3,1000000,1614308,10000,807154
AtmosphericEngineLargeManeuver3,1000000,1614308,10000,807154
AtmosphericEngineLargeMilitary3,1000000,1614308,10000,807154
AtmosphericEngineLargeSafe3,1000000,1614308,10000,807154
AtmosphericEngineMediumFreight3,1000000,274105,10000,137053
AtmosphericEngineMediumManeuver3,1000000,274105,10000,137053
AtmosphericEngineMediumMilitary3,1000000,274105,10000,137053
AtmosphericEngineMediumSafe3,1000000,274105,10000,137053
AtmosphericEngineSmallFreight3,1000000,49119,10000,24560
AtmosphericEngineSmallManeuver3,1000000,49119,10000,24560
AtmosphericEngineSmallMilitary3,1000000,49119,10000,24560
AtmosphericEngineSmallSafe3,1000000,49119,10000,24560
AtmosphericEngineXtraSmallFreight3,1000000,13105,10000,6553
AtmosphericEngineXtraSmallManeuver3,1000000,13105,10000,6553
AtmosphericEngineXtraSmallMilitary3,1000000,13105,10000,6553
AtmosphericEngineXtraSmallSafe3,1000000,13105,10000,6553
AtmosphericVerticalBoosterLargeFreight3,1000000,1587495,10000,793748
AtmosphericVerticalBoosterLargeManeuver3,1000000,1587495,10000,793748
AtmosphericVerticalBoosterLargeMilitary3,1000000,1587495,10000,793748
AtmosphericVerticalBoosterMediumFreight3,1000000,271721,10000,135861
AtmosphericVerticalBoosterMediumManeuver3,1000000,271721,10000,135861
AtmosphericVerticalBoosterMediumMilitary3,1000000,271721,10000,135861
AtmosphericVerticalBoosterSmallFreight3,1000000,49101,10000,24551
AtmosphericVerticalBoosterSmallManeuver3,1000000,49101,10000,24551
AtmosphericVerticalBoosterSmallMilitary3,1000000,49101,10000,24551
AtmosphericVerticalBoosterXtraSmallFreight3,1000000,13484,10000,6742
AtmosphericVerticalBoosterXtraSmallManeuver3,1000000,13484,10000,6742
AtmosphericVerticalBoosterXtraSmallMilitary3,1000000,13484,10000,6742
BasicECU,1000000,3757,10000,1879
ContainerHub,1000000,29368,10000,14684
ContainerLargeGravityInverted3,1000000,2651577,10000,1325789
ContainerLargeOptimised3,1000000,2518046,10000,1259023
ContainerMediumGravityInverted3,1000000,541548,10000,270774
ContainerMediumOptimised3,1000000,509193,10000,254597
ContainerSmallGravityInverted3,1000000,118153,10000,59077
ContainerSmallOptimised3,1000000,111055,10000,55528
ContainerXLGravityInverted3,1000000,5301378,10000,2650689
ContainerXLOptimised3,1000000,5031773,10000,2515887
ContainerXXLGravityInverted3,1000000,13742438,10000,6871219
ContainerXXLOptimised3,1000000,13203671,10000,6601836
ContainerXXXLGravityInverted3,1000000,27481948,10000,13740974
ContainerXXXLOptimised3,1000000,26403052,10000,13201526
CoreUnitDynamic128,1000000,254668,10000,127334
CoreUnitSpace128,1000000,519317,10000,259659
DetectionZone8m,1000000,3757,10000,1879
ForceField4x1,1000000,18378,10000,9189
ForceField6x1,1000000,18378,10000,9189
HoverEngineLargeFreight3,1000000,1563512,10000,781756
HoverEngineLargeManeuver3,1000000,1563512,10000,781756
HoverEngineLargeMilitary3,1000000,1563512,10000,781756
HoverEngineLargeUnderFreight3,1000000,1563512,10000,781756
HoverEngineLargeUnderManeuver3,1000000,1563512,10000,781756
HoverEngineLargeUnderMilitary3,1000000,1563512,10000,781756
HoverEngineMediumFreight3,1000000,266193,10000,133097
HoverEngineMediumManeuver3,1000000,266193,10000,133097
HoverEngineMediumMilitary3,1000000,266193,10000,133097
HoverEngineSmallFreight3,1000000,47723,10000,23862
HoverEngineSmallManeuver3,1000000,47723,10000,23862
HoverEngineSmallMilitary3,1000000,47723,10000,23862
Industry3DPrinter3,1000000,270958,10000,135479
IndustryAssemblyL3,1000000,1657963,10000,828982
IndustryAssemblyM3,1000000,285648,10000,142824
IndustryAssemblyS3,1000000,51884,10000,25942
IndustryAssemblyXL3,1000000,9938573,10000,4969287
IndustryAssemblyXS3,1000000,14075,10000,7038
IndustryChemical3,1000000,261828,10000,130914
IndustryElectronics3,1000000,272188,10000,136094
IndustryGlass3,1000000,281244,10000,140622
IndustryHoneycomber3,1000000,285497,10000,142749
IndustryMetalwork3,1000000,285169,10000,142585
IndustryRecycler3,1000000,273294,10000,136647
IndustryRefiner3,1000000,261828,10000,130914
IndustrySmelter3,1000000,266879,10000,133440
MiningUnitLarge3,1000000,2472512,10000,1236256
PVPSeatMedium,1000000,254582,10000,127291
ProjectorHologramSpaceshipLarge,1000000,5575,10000,2788
RadarPVPSpaceLargePhasedarray3,1000000,1662426,10000,831213
RadarPVPSpaceLargeProtected3,1000000,1662426,10000,831213
RadarPVPSpaceLargeQuickwired3,1000000,1662426,10000,831213
RadarPVPSpaceMediumPhasedarray3,1000000,286999,10000,143500
RadarPVPSpaceMediumProtected3,1000000,286999,10000,143500
RadarPVPSpaceMediumQuickwired3,1000000,286999,10000,143500
RadarPVPSpaceSmallPhasedarray3,1000000,52197,10000,26099
RadarPVPSpaceSmallProtected3,1000000,52197,10000,26099
RadarPVPSpaceSmallQuickwired3,1000000,52197,10000,26099
RadialRocketFuelTank,1000000,257531,10000,128766
RadialRocketFuelTankLarge,1000000,9056655,10000,4528328
RadialRocketFuelTankMedium,1000000,1502890,10000,751445
RadialRocketFuelTankXSmall,1000000,46430,10000,23215
RemoteControl,1000000,3757,10000,1879
RepairUnit,1000000,2860669,10000,1430335
RocketEngineMedium,1000000,48323,10000,24162
RocketEngineSmall,1000000,12895,10000,6448
ScreenOp20x,1000000,3583080,10000,1791540
ShieldGeneratorExtraSmall,1000000,29055,10000,14528
ShieldGeneratorLarge,1000000,2687203,10000,1343602
ShieldGeneratorMedium,1000000,529047,10000,264524
