AmmoCannonExtraSmallKineticAdvancedAgile,1000000,182,10000,91
AmmoCannonExtraSmallKineticAdvancedDefense,1000000,184,10000,92
AmmoCannonExtraSmallKineticAdvancedHeavy,1000000,183,10000,92
AmmoCannonExtraSmallKineticAdvancedPrecision,1000000,196,10000,98
AmmoCannonExtraSmallThermicAdvancedAgile,1000000,176,10000,88
AmmoCannonExtraSmallThermicAdvancedDefense,1000000,171,10000,86
AmmoCannonExtraSmallThermicAdvancedHeavy,1000000,179,10000,90
AmmoCannonExtraSmallThermicAdvancedPrecision,1000000,183,10000,92
AmmoCannonLargeKineticAdvancedAgile,1000000,1352,10000,676
AmmoCannonLargeKineticAdvancedDefense,1000000,1349,10000,675
AmmoCannonLargeKineticAdvancedHeavy,1000000,1379,10000,690
AmmoCannonLargeKineticAdvancedPrecision,1000000,1459,10000,730
AmmoCannonLargeThermicAdvancedAgile,1000000,1281,10000,641
AmmoCannonLargeThermicAdvancedDefense,1000000,1284,10000,642
AmmoCannonLargeThermicAdvancedHeavy,1000000,1309,10000,655
AmmoCannonLargeThermicAdvancedPrecision,1000000,1322,10000,661
AmmoCannonMediumKineticAdvancedAgile,1000000,739,10000,370
AmmoCannonMediumKineticAdvancedDefense,1000000,683,10000,342
AmmoCannonMediumKineticAdvancedHeavy,1000000,694,10000,347
AmmoCannonMediumKineticAdvancedPrecision,1000000,745,10000,373
AmmoCannonMediumThermicAdvancedAgile,1000000,654,10000,327
AmmoCannonMediumThermicAdvancedDefense,1000000,647,10000,324
AmmoCannonMediumThermicAdvancedHeavy,1000000,667,10000,334
AmmoCannonMediumThermicAdvancedPrecision,1000000,681,10000,341
AmmoCannonSmallKineticAdvancedAgile,1000000,349,10000,175
AmmoCannonSmallKineticAdvancedDefense,1000000,354,10000,177
AmmoCannonSmallKineticAdvancedHeavy,1000000,354,10000,177
AmmoCannonSmallKineticAdvancedPrecision,1000000,380,10000,190
AmmoCannonSmallThermicAdvancedAgile,1000000,331,10000,166
AmmoCannonSmallThermicAdvancedDefense,1000000,326,10000,163
AmmoCannonSmallThermicAdvancedHeavy,1000000,339,10000,170
AmmoCannonSmallThermicAdvancedPrecision,1000000,346,10000,173
AmmoLaserExtraSmallElectromagneticAdvancedAgile,1000000,196,10000,98
AmmoLaserExtraSmallElectromagneticAdvancedDefense,1000000,196,10000,98
AmmoLaserExtraSmallElectromagneticAdvancedHeavy,1000000,197,10000,99
AmmoLaserExtraSmallElectromagneticAdvancedPrecision,1000000,210,10000,105
AmmoLaserExtraSmallThermicAdvancedAgile,1000000,186,10000,93
AmmoLaserExtraSmallThermicAdvancedDefense,1000000,181,10000,91
AmmoLaserExtraSmallThermicAdvancedHeavy,1000000,189,10000,95
AmmoLaserExtraSmallThermicAdvancedPrecision,1000000,191,10000,96
AmmoLaserLargeElectromagneticAdvancedAgile,1000000,1374,10000,687
AmmoLaserLargeElectromagneticAdvancedDefense,1000000,1371,10000,686
AmmoLaserLargeElectromagneticAdvancedHeavy,1000000,1399,10000,700
AmmoLaserLargeElectromagneticAdvancedPrecision,1000000,1481,10000,741
AmmoLaserLargeThermicAdvancedAgile,1000000,1295,10000,648
AmmoLaserLargeThermicAdvancedDefense,1000000,1290,10000,645
AmmoLaserLargeThermicAdvancedHeavy,1000000,1321,10000,661
AmmoLaserLargeThermicAdvancedPrecision,1000000,1333,10000,667
AmmoLaserMediumElectromagneticAdvancedAgile,1000000,726,10000,363
AmmoLaserMediumElectromagneticAdvancedDefense,1000000,726,10000,363
AmmoLaserMediumElectromagneticAdvancedHeavy,1000000,734,10000,367
AmmoLaserMediumElectromagneticAdvancedPrecision,1000000,783,10000,392
AmmoLaserMediumThermicAdvancedAgile,1000000,685,10000,343
AmmoLaserMediumThermicAdvancedDefense,1000000,681,10000,341
AmmoLaserMediumThermicAdvancedHeavy,1000000,700,10000,350
AmmoLaserMediumThermicAdvancedPrecision,1000000,709,10000,355
AmmoLaserSmallElectromagneticAdvancedAgile,1000000,373,10000,187
AmmoLaserSmallElectromagneticAdvancedDefense,1000000,370,10000,185
AmmoLaserSmallElectromagneticAdvancedHeavy,1000000,374,10000,187
AmmoLaserSmallElectromagneticAdvancedPrecision,1000000,398,10000,199
AmmoLaserSmallThermicAdvancedAgile,1000000,350,10000,175
AmmoLaserSmallThermicAdvancedDefense,1000000,343,10000,172
AmmoLaserSmallThermicAdvancedHeavy,1000000,357,10000,179
AmmoLaserSmallThermicAdvancedPrecision,1000000,360,10000,180
AmmoMissileExtraSmallAntimatterAdvancedAgile,1000000,215,10000,108
AmmoMissileExtraSmallAntimatterAdvancedDefense,1000000,204,10000,102
AmmoMissileExtraSmallAntimatterAdvancedHeavy,1000000,219,10000,110
AmmoMissileExtraSmallAntimatterAdvancedPrecision,1000000,225,10000,113
AmmoMissileExtraSmallKineticAdvancedAgile,1000000,192,10000,96
AmmoMissileExtraSmallKineticAdvancedDefense,1000000,189,10000,95
AmmoMissileExtraSmallKineticAdvancedHeavy,1000000,191,10000,96
AmmoMissileExtraSmallKineticAdvancedPrecision,1000000,206,10000,103
AmmoMissileLargeAntimatterAdvancedAgile,1000000,1595,10000,798
AmmoMissileLargeAntimatterAdvancedDefense,1000000,1463,10000,732
AmmoMissileLargeAntimatterAdvancedHeavy,1000000,1621,10000,811
AmmoMissileLargeAntimatterAdvancedPrecision,1000000,1702,10000,851
AmmoMissileLargeKineticAdvancedAgile,1000000,1406,10000,703
AmmoMissileLargeKineticAdvancedDefense,1000000,1406,10000,703
AmmoMissileLargeKineticAdvancedHeavy,1000000,1433,10000,717
AmmoMissileLargeKineticAdvancedPrecision,1000000,1512,10000,756
AmmoMissileMediumAntimatterAdvancedAgile,1000000,808,10000,404
AmmoMissileMediumAntimatterAdvancedDefense,1000000,742,10000,371
AmmoMissileMediumAntimatterAdvancedHeavy,1000000,827,10000,414
AmmoMissileMediumAntimatterAdvancedPrecision,1000000,863,10000,432
AmmoMissileMediumKineticAdvancedAgile,1000000,713,10000,357
